Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn
2015-1-1,42.3,26.5,16.9,26.6,19.8,14.0,90,77,42,30.43,30.29,5,0,5,0.00 
2015-1-2,45.0,29.5,19.8,31.8,24.2,17.4,92,82,50,30.38,30.26,5,0,5,0.00 
2015-1-3,47.3,31.9,23.4,35.1,27.7,21.4,93,85,59,30.38,30.29,5,0,5,0.01 
2015-1-4,49.6,36.5,30.0,37.8,31.8,27.7,92,84,58,30.50,30.38,4,0,5,0.00 
2015-1-5,50.9,36.5,29.8,40.3,32.5,28.0,94,86,62,30.56,30.46,5,0,5,0.00 
2015-1-6,54.0,37.0,28.0,42.3,33.3,26.6,95,87,58,30.50,30.36,5,0,5,0.01 
2015-1-7,54.1,36.4,26.8,43.7,33.4,25.5,97,90,64,30.47,30.32,5,0,5,0.00 
2015-1-8,47.7,34.2,26.1,39.7,32.1,24.8,97,92,72,30.33,30.20,4,0,4,0.01 
2015-1-9,48.9,36.5,29.5,41.2,34.1,28.2,97,91,72,30.24,30.12,4,0,5,0.01 
2015-1-10,48.4,39.3,32.5,42.1,36.6,31.3,100,90,75,30.13,30.03,4,0,5,0.00 
2015-1-11,40.5,34.2,28.0,37.2,32.5,26.8,97,93,88,30.31,30.11,5,0,5,0.01 
2015-1-12,45.9,40.6,36.9,43.2,39.1,35.6,97,94,90,30.42,30.31,2,0,3,0.04 
2015-1-13,49.1,40.1,30.0,41.4,37.5,28.6,97,91,67,30.44,30.31,5,0,6,0.01 
2015-1-14,40.6,32.5,28.2,36.5,30.7,27.0,97,93,82,30.42,30.33,3,0,4,0.01 
2015-1-15,51.3,38.5,30.4,43.3,35.0,29.1,96,88,64,30.40,30.14,11,1,14,0.22 
2015-1-16,51.3,45.6,42.4,47.3,43.6,41.4,97,93,84,30.27,30.14,12,1,12,0.92 
2015-1-17,58.3,48.3,42.3,51.6,45.5,41.2,97,91,69,30.26,30.05,25,3,29,0.05 
2015-1-18,57.4,48.8,35.4,49.3,41.0,28.9,96,77,35,30.37,30.05,19,3,22,0.48 
2015-1-19,50.2,35.8,28.2,38.3,31.9,27.0,96,87,56,30.48,30.36,5,1,6,0.00 
2015-1-20,48.7,33.2,25.5,36.7,29.2,24.3,96,86,56,30.42,30.29,5,0,6,0.01 
2015-1-21,49.5,33.9,24.3,36.9,29.4,22.5,94,85,54,30.44,30.32,5,0,5,0.00 
2015-1-22,50.0,38.1,31.3,39.4,33.9,29.5,100,86,62,30.55,30.38,6,0,6,0.00 
2015-1-23,55.2,39.1,30.2,44.1,35.1,28.8,100,86,59,30.65,30.51,5,0,5,0.01 
2015-1-24,57.0,39.8,28.6,46.9,36.3,27.5,100,88,60,30.57,30.38,5,0,5,0.00 
2015-1-25,59.7,40.3,30.4,48.7,37.4,29.3,98,90,61,30.44,30.18,4,0,6,0.01 
2015-1-26,49.8,38.2,31.3,45.0,36.7,30.4,98,95,80,30.23,30.09,4,0,5,0.01 
2015-1-27,51.3,41.6,35.2,46.0,39.1,33.8,97,91,80,30.33,30.12,5,0,6,0.01 
2015-1-28,55.8,40.9,30.9,45.9,36.5,29.7,97,85,54,30.42,30.30,4,0,5,0.01 
2015-1-29,55.9,39.6,30.7,43.9,35.8,29.7,97,87,52,30.37,30.23,6,0,6,0.00 
2015-1-30,59.2,38.4,28.0,43.9,33.9,26.6,97,85,42,30.31,30.14,5,1,5,0.01 
2015-1-31,55.4,35.5,24.4,36.3,30.3,22.6,96,83,43,30.34,30.19,6,0,6,0.01 
2015-2-1,54.9,41.1,31.3,44.6,36.1,28.9,95,83,54,30.31,30.19,12,0,13,0.02 
2015-2-2,52.7,47.1,43.5,49.6,45.4,42.4,98,94,80,30.25,30.10,18,1,18,0.05 
2015-2-3,62.2,50.6,42.6,52.2,44.1,39.4,98,80,46,30.13,30.04,16,2,16,0.19 
2015-2-4,61.5,47.1,36.0,47.8,38.0,33.6,97,74,44,30.07,29.83,23,3,23,0.00 
2015-2-5,57.4,50.8,45.1,45.1,39.7,30.9,93,68,37,29.90,29.68,31,8,41,0.13 
2015-2-6,47.3,45.2,43.5,45.0,42.5,39.9,96,90,81,29.79,29.57,18,3,22,0.48 
2015-2-7,55.0,50.4,44.2,47.3,41.7,34.0,97,73,45,29.99,29.55,23,4,41,0.71 
2015-2-8,58.5,50.6,42.4,50.0,42.8,37.6,91,75,58,29.99,29.61,18,4,24,0.07 
2015-2-9,51.6,46.0,33.8,43.9,38.5,30.7,92,76,59,30.30,29.62,26,5,33,0.46 
2015-2-10,45.9,35.8,28.8,38.5,32.4,27.0,96,88,66,30.42,30.30,7,0,7,0.01 
2015-2-11,52.2,39.6,31.8,44.1,35.7,30.4,95,87,61,30.42,30.31,5,0,5,0.00 
2015-2-12,53.8,40.6,32.7,46.2,37.3,31.3,97,89,62,30.44,30.33,5,0,6,0.01 
2015-2-13,50.5,40.8,32.5,45.0,37.8,31.3,97,89,74,30.38,30.25,4,0,5,0.01 
2015-2-14,60.1,41.6,33.4,45.0,36.7,32.0,97,84,50,30.39,30.22,7,1,7,0.00 
2015-2-15,58.1,40.5,29.7,43.9,35.2,28.2,95,83,49,30.37,30.20,6,1,6,0.01 
2015-2-16,61.5,41.9,29.7,46.0,36.3,28.4,96,82,48,30.28,30.12,6,1,6,0.00 
2015-2-17,63.9,44.1,32.2,47.3,37.9,30.7,96,81,42,30.25,30.13,4,0,6,0.01 
2015-2-18,65.5,45.5,31.8,47.1,39.0,30.6,97,80,46,30.33,30.18,6,1,6,0.00 
2015-2-19,64.2,44.8,32.2,46.9,36.4,30.0,96,75,34,30.31,30.17,6,1,7,0.01 
2015-2-20,60.3,41.7,30.0,38.8,32.0,27.1,92,72,30,30.30,30.12,6,1,7,0.00 
2015-2-21,57.7,41.9,28.8,37.6,29.0,22.6,92,65,27,30.21,30.00,12,2,16,0.00 
2015-2-22,49.8,38.6,27.9,25.0,22.7,19.0,78,55,31,30.24,30.14,11,2,12,0.00 
2015-2-23,52.9,35.2,22.8,23.2,17.8,8.2,86,54,18,30.51,30.24,10,1,11,0.00 
2015-2-24,60.4,37.4,22.6,34.2,22.2,13.3,80,57,25,30.57,30.38,5,1,6,0.00 
2015-2-25,59.4,40.4,26.8,38.5,28.3,21.7,83,64,32,30.49,30.28,6,1,7,0.00 
2015-2-26,57.4,43.0,33.1,45.0,36.2,28.2,95,79,47,30.33,29.96,8,0,9,0.04 
2015-2-27,55.6,43.5,36.1,42.6,37.5,32.5,95,81,48,29.97,29.70,14,2,16,0.04 
2015-2-28,49.5,40.9,35.2,37.6,32.2,20.8,91,72,49,30.20,29.72,14,2,14,0.00 
2015-3-1,52.2,37.6,25.2,31.6,26.2,20.7,85,65,37,30.23,29.96,6,1,7,0.00 
2015-3-2,54.7,41.5,34.2,36.5,31.0,28.6,92,69,38,30.06,29.84,6,1,8,0.00 
2015-3-3,54.9,40.6,31.8,35.1,29.9,24.1,91,69,31,30.18,30.04,6,1,8,0.00 
2015-3-4,60.1,39.5,25.9,35.2,27.7,22.6,89,66,28,30.36,30.18,6,1,9,0.00 
2015-3-5,65.1,42.7,26.8,36.5,29.4,23.4,88,64,23,30.47,30.33,6,1,7,0.00 
2015-3-6,67.5,44.8,29.7,40.5,32.2,26.6,92,65,26,30.48,30.29,5,1,6,0.00 
2015-3-7,67.5,46.3,31.3,43.2,33.6,28.2,90,65,30,30.35,30.12,5,1,6,0.00 
2015-3-8,70.9,47.8,31.6,42.3,34.7,28.4,89,64,27,30.26,30.08,4,1,6,0.00 
2015-3-9,71.1,48.9,32.9,44.4,36.1,29.8,91,65,28,30.19,29.99,6,1,7,0.00 
2015-3-10,57.6,46.5,35.6,50.4,39.7,32.4,89,77,58,30.02,29.91,7,0,10,0.00 
2015-3-11,57.4,50.6,44.8,48.0,44.4,40.1,92,80,58,30.27,29.99,8,1,11,0.05 
2015-3-12,62.2,48.1,39.7,48.6,42.8,37.6,95,83,49,30.46,30.27,6,1,6,0.05 
2015-3-13,66.4,51.8,38.8,53.2,44.6,37.0,96,78,55,30.30,30.08,9,1,10,0.01 
2015-3-14,62.1,55.6,52.0,54.3,50.5,44.2,95,84,54,30.15,29.96,13,1,14,0.05 
2015-3-15,65.8,52.4,44.2,50.5,41.6,24.1,96,73,21,30.13,29.82,17,2,22,0.15 
2015-3-16,56.7,47.7,41.5,48.9,43.9,40.3,96,87,69,30.13,30.03,7,0,7,0.15 
2015-3-17,61.2,48.7,40.5,47.8,41.0,35.6,96,77,40,30.20,30.05,9,1,10,0.04 
2015-3-18,63.9,46.4,33.3,40.6,35.1,26.4,100,69,25,30.29,30.15,8,1,9,0.00 
2015-3-19,68.0,47.0,30.9,42.6,34.9,25.3,92,67,20,30.26,30.06,6,1,7,0.00 
2015-3-20,69.3,49.8,35.6,44.1,34.5,25.7,90,62,24,30.14,30.01,16,2,17,0.00 
2015-3-21,67.5,51.2,40.1,45.0,37.9,26.8,94,66,25,30.17,30.01,8,1,14,0.02 
2015-3-22,59.4,48.3,39.6,43.7,40.5,37.0,92,76,47,30.06,29.96,13,1,15,0.04 
2015-3-23,53.2,43.7,36.9,40.3,36.5,30.0,94,77,49,30.22,30.02,11,2,13,0.08 
2015-3-24,55.2,47.1,41.5,46.8,42.2,39.9,95,84,63,30.35,30.14,9,1,9,0.20 
2015-3-25,64.8,48.0,36.7,49.3,41.6,34.9,95,80,47,30.42,30.30,8,1,8,0.00 
2015-3-26,74.5,53.4,37.8,54.5,45.3,36.1,96,77,42,30.35,30.10,6,1,7,0.01 
2015-3-27,78.3,56.9,42.1,55.4,45.0,36.9,96,69,29,30.20,29.98,24,3,28,0.00 
2015-3-28,64.2,48.7,34.9,38.8,33.3,24.1,87,59,23,30.38,30.19,12,2,12,0.00 
2015-3-29,72.0,50.8,34.3,43.2,35.5,26.1,86,61,20,30.34,30.10,6,1,8,0.00 
2015-3-30,77.4,55.8,38.7,48.7,36.9,21.4,91,56,15,30.16,29.92,18,2,18,0.00 
2015-3-31,57.6,49.3,35.6,42.1,32.0,23.2,87,54,29,30.27,29.97,16,2,17,0.03 
2015-4-1,54.7,40.6,27.9,32.5,27.1,23.0,88,62,32,30.33,30.20,12,2,15,0.00 
2015-4-2,57.0,41.4,28.0,31.3,26.4,16.3,92,60,22,30.42,30.27,8,1,8,0.00 
2015-4-3,61.9,43.7,27.7,31.1,25.6,18.0,83,54,20,30.35,30.14,14,2,17,0.00 
2015-4-4,59.5,46.9,34.3,33.8,29.1,12.9,80,53,16,30.15,29.83,12,2,13,0.00 
2015-4-5,48.7,39.1,33.1,38.1,31.6,25.2,90,75,51,29.87,29.73,14,2,14,0.15 
2015-4-6,47.5,40.3,31.3,35.1,30.1,26.1,87,68,48,29.89,29.72,27,5,27,0.00 
2015-4-7,46.9,40.0,34.2,39.6,35.9,32.0,92,85,69,30.02,29.69,12,2,14,0.02 
2015-4-8,55.6,41.9,31.8,38.8,33.7,30.0,94,75,45,30.22,30.02,9,1,9,0.03 
2015-4-9,64.2,45.8,31.3,39.6,33.3,25.7,92,66,27,30.16,29.95,8,1,9,0.00 
2015-4-10,67.8,48.7,31.3,40.3,33.1,23.7,88,60,20,30.06,29.94,13,2,14,0.00 
2015-4-11,61.3,50.4,38.1,44.6,36.9,29.8,82,60,44,30.16,29.99,18,3,19,0.00 
2015-4-12,67.5,47.1,30.4,39.0,32.7,18.7,91,63,18,30.25,30.01,6,1,7,0.00 
2015-4-13,70.9,48.3,33.6,40.3,33.0,18.7,87,61,15,30.10,29.88,23,3,29,0.00 
2015-4-14,51.6,40.8,30.6,32.2,26.7,21.0,89,60,34,30.44,30.10,14,2,14,0.00 
2015-4-15,61.2,44.1,29.3,32.4,28.4,23.5,92,58,25,30.48,30.25,10,2,10,0.00 
2015-4-16,71.8,53.0,31.6,35.1,30.9,26.6,83,48,19,30.32,30.07,7,1,8,0.00 
2015-4-17,78.1,56.4,36.1,43.7,34.2,20.5,80,49,13,30.21,29.99,11,1,11,0.00 
2015-4-18,76.3,57.7,40.6,46.6,40.0,35.4,84,55,28,30.16,29.94,10,1,11,0.00 
2015-4-19,78.3,58.0,39.7,40.6,34.4,21.4,76,46,13,30.10,29.82,7,1,8,0.00 
2015-4-20,80.8,59.8,40.3,45.3,36.2,30.6,76,46,19,29.92,29.73,7,1,8,0.00 
2015-4-21,80.4,59.5,42.3,47.5,38.2,27.5,72,49,15,29.89,29.68,14,2,14,0.00 
2015-4-22,69.3,57.2,46.8,44.2,40.8,32.5,74,56,31,29.95,29.79,10,1,10,0.00 
2015-4-23,65.8,51.0,36.5,45.7,38.4,28.2,85,64,28,29.98,29.81,8,1,12,0.00 
2015-4-24,53.4,45.0,34.3,39.0,34.4,30.6,88,68,44,29.93,29.85,8,1,9,0.00 
2015-4-25,60.4,49.3,40.5,40.1,34.7,27.9,89,61,31,30.06,29.89,10,1,12,0.00 
2015-4-26,66.6,50.6,34.2,47.3,37.3,28.9,83,62,43,30.25,30.06,11,1,12,0.00 
2015-4-27,80.1,59.3,40.6,49.3,44.1,37.6,92,61,28,30.26,29.94,7,1,8,0.00 
2015-4-28,81.7,62.6,45.3,52.0,42.8,31.1,88,53,23,30.01,29.86,17,2,18,0.00 
2015-4-29,71.2,55.4,42.1,45.1,38.1,25.9,88,57,20,30.16,30.01,11,1,11,0.00 
2015-4-30,74.8,52.8,34.5,37.8,32.3,28.0,79,50,20,30.22,29.97,7,1,9,0.00 
2015-5-1,82.2,61.5,38.5,44.1,34.3,28.2,78,42,16,30.03,29.78,7,1,8,0.00 
2015-5-2,83.3,63.1,43.3,43.0,32.7,22.8,70,37,12,29.87,29.70,12,1,13,0.00 
2015-5-3,81.0,62.0,41.9,45.5,34.3,25.5,67,38,19,29.83,29.70,8,1,9,0.00 
2015-5-4,81.3,61.2,43.2,39.9,33.1,23.2,72,39,13,29.89,29.76,11,1,12,0.00 
2015-5-5,70.3,54.8,38.7,40.1,32.0,20.3,71,45,18,29.97,29.86,9,2,15,0.00 
2015-5-6,65.5,50.2,35.2,36.1,29.4,16.0,80,49,15,30.00,29.88,12,2,14,0.00 
2015-5-7,64.0,51.9,37.9,36.9,31.4,27.0,71,47,26,29.99,29.86,15,2,16,0.00 
2015-5-8,74.5,57.0,38.1,42.8,37.0,32.7,83,51,22,29.96,29.83,10,1,11,0.00 
2015-5-9,77.7,60.4,42.1,43.9,37.3,29.1,81,48,18,30.08,29.92,8,1,9,0.00 
2015-5-10,79.2,60.3,43.5,45.3,40.3,34.5,80,51,23,30.01,29.84,11,1,13,0.00 
2015-5-11,61.0,52.0,44.8,45.7,41.9,34.3,89,69,41,29.91,29.77,16,2,18,0.02 
2015-5-12,57.2,47.5,39.9,41.9,38.4,34.2,91,73,47,29.96,29.86,10,1,10,0.26 
2015-5-13,59.9,47.0,35.1,45.0,39.0,32.4,91,75,47,29.95,29.82,9,0,10,0.01 
2015-5-14,63.3,49.5,41.2,43.7,40.6,34.9,93,74,36,29.88,29.74,11,1,18,0.04 
2015-5-15,60.3,49.9,37.6,48.6,41.4,34.9,91,74,53,29.95,29.83,8,1,10,0.00 
2015-5-16,67.8,55.4,45.5,50.4,43.4,36.7,91,67,34,29.98,29.86,10,1,13,0.11 
2015-5-17,71.1,57.0,45.7,50.9,44.6,34.2,93,69,27,30.02,29.87,9,1,11,0.10 
2015-5-18,66.0,54.2,49.1,51.8,49.1,47.1,94,84,54,30.06,29.94,6,0,10,0.15 
2015-5-19,67.8,57.1,50.7,52.9,50.7,48.6,95,81,52,30.05,29.92,10,1,10,0.12 
2015-5-20,63.7,56.8,52.5,55.2,51.9,48.7,95,84,60,29.95,29.82,7,0,8,0.01 
2015-5-21,70.7,58.7,51.6,55.2,50.7,45.1,92,77,42,29.90,29.78,7,1,8,0.22 
2015-5-22,69.4,57.8,47.7,55.2,48.2,40.5,96,73,39,30.02,29.89,15,1,15,0.22 
2015-5-23,71.6,56.6,39.7,48.9,43.2,36.7,93,64,37,30.09,29.98,10,1,10,0.00 
2015-5-24,79.0,62.3,45.1,52.3,47.8,42.3,92,63,33,30.07,29.81,9,1,9,0.00 
2015-5-25,78.3,64.9,50.4,57.2,49.5,39.9,88,60,26,29.89,29.75,8,1,8,0.00 
2015-5-26,79.2,63.8,46.6,50.4,45.2,41.5,85,54,29,29.92,29.80,8,1,9,0.00 
2015-5-27,82.0,65.1,46.9,49.5,45.5,39.6,84,54,24,29.96,29.83,7,1,8,0.00 
2015-5-28,85.5,68.1,49.5,53.6,47.8,43.9,83,52,25,29.99,29.83,7,1,8,0.00 
2015-5-29,88.2,70.7,52.5,54.9,49.6,45.1,79,50,27,29.93,29.76,8,1,10,0.00 
2015-5-30,87.1,71.3,58.3,57.6,51.3,45.7,77,52,26,29.85,29.74,8,1,9,0.00 
2015-5-31,83.8,67.8,54.7,54.5,45.6,36.5,82,50,20,29.83,29.65,15,2,20,0.09 
2015-6-1,66.7,57.4,50.0,55.2,51.0,47.3,93,80,52,30.01,29.81,10,1,11,0.04 
2015-6-2,72.3,58.5,46.2,53.1,46.5,39.2,94,68,32,30.05,29.94,8,1,10,0.04 
2015-6-3,74.8,59.7,51.4,51.3,46.1,31.1,83,64,26,29.99,29.81,10,1,12,0.01 
2015-6-4,76.5,60.2,50.5,58.1,49.9,46.4,87,71,36,29.94,29.82,12,1,15,0.06 
2015-6-5,83.7,64.8,47.1,54.7,48.8,44.4,95,63,26,29.97,29.79,8,1,9,0.07 
2015-6-6,88.3,70.7,51.8,54.7,48.6,40.6,86,51,20,29.92,29.78,7,1,8,0.00 
2015-6-7,93.2,73.9,54.3,57.0,48.2,34.3,81,46,13,29.95,29.79,8,1,8,0.00 
2015-6-8,97.3,76.6,56.7,64.9,52.7,46.9,75,47,20,29.91,29.73,8,1,10,0.04 
2015-6-9,90.3,76.1,62.2,62.4,57.1,51.8,76,54,28,29.84,29.68,8,0,8,0.04 
2015-6-10,90.0,73.8,59.2,59.0,48.6,28.6,83,46,18,29.86,29.70,12,1,13,0.00 
2015-6-11,91.4,70.1,46.2,47.3,38.5,27.7,67,36,12,29.98,29.83,10,1,12,0.00 
2015-6-12,93.7,74.6,55.2,54.5,47.8,30.2,75,43,13,29.96,29.72,7,1,9,0.00 
2015-6-13,88.5,71.5,52.2,49.6,40.3,22.3,75,38,9,29.84,29.67,8,1,9,0.00 
2015-6-14,90.1,70.9,50.7,50.0,42.9,38.1,66,39,19,29.78,29.62,7,1,8,0.00 
2015-6-15,90.7,72.2,53.2,49.1,41.0,26.2,68,37,12,29.87,29.70,9,1,13,0.00 
2015-6-16,90.1,71.7,51.8,49.8,42.2,34.2,67,38,15,29.94,29.80,9,1,10,0.00 
2015-6-17,91.0,72.4,52.5,51.4,40.4,31.3,64,35,13,29.93,29.77,9,1,10,0.00 
2015-6-18,90.7,70.9,52.9,45.3,36.6,25.3,62,33,10,29.92,29.79,13,2,15,0.00 
2015-6-19,86.4,68.5,47.3,45.0,34.9,25.0,57,32,14,29.99,29.86,10,1,10,0.00 
2015-6-20,86.7,69.9,51.8,49.1,43.1,33.3,72,42,16,29.94,29.75,6,1,8,0.00 
2015-6-21,84.6,70.5,55.2,48.7,38.4,20.5,66,35,12,29.94,29.73,14,2,15,0.00 
2015-6-22,86.7,69.4,50.7,48.9,43.8,38.1,70,43,21,29.99,29.87,10,1,13,0.00 
2015-6-23,89.2,70.8,51.3,50.7,44.4,36.0,72,42,16,30.03,29.83,9,1,9,0.00 
2015-6-24,92.7,74.1,55.0,53.8,48.8,45.1,74,45,21,29.96,29.82,9,1,10,0.00 
2015-6-25,98.2,77.4,56.7,53.2,48.6,44.8,70,40,18,29.99,29.79,8,1,8,0.00 
2015-6-26,102.0,80.9,61.9,60.3,54.0,33.8,72,43,10,29.92,29.73,9,1,10,0.00 
2015-6-27,99.3,81.7,65.5,59.0,53.3,42.4,70,42,15,29.87,29.77,14,1,18,0.00 
2015-6-28,91.2,77.2,67.6,62.2,52.5,41.9,70,45,20,29.89,29.77,11,1,11,0.01 
2015-6-29,97.0,77.3,56.7,54.5,47.4,39.4,70,39,15,29.95,29.81,9,1,10,0.00 
2015-6-30,99.0,79.4,58.5,56.3,48.9,43.7,67,38,16,29.96,29.75,7,1,8,0.00 
